139437	FF1031_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6185.0	0	0	0	0
139506	FS1220-1_LN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4192.0	0	0	0	0
139525	SS1632-2_LN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4230.0	0	0	0	0
139468	SF1488_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2373.0	0	0	0	0
139531	SS1692_LN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3180.0	0	0	0	0
139436	FF1001_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5055.0	0	0	0	0
139465	SF1445_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2418.0	0	0	0	0
139486	SS1743_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5145.0	0	0	0	0
139534	SS1743_LN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5019.0	0	0	0	0
139526	SS1634_LN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4351.0	0	0	0	0
139471	SF1541_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1781.0	0	0	0	0
139462	FS1384-2_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3306.0	0	0	0	0
139496	FF1002_LN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3099.0	0	0	0	0
139483	SS1715_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2377.0	0	0	0	0
139461	FS1384-1_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2728.0	0	0	0	0
139478	SS1640_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3371.0	0	0	0	0
139499	FF1136_LN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4343.0	0	0	0	0
139532	SS1728_LN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4756.0	0	0	0	0
139502	FS1211_LN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3966.0	0	0	0	0
139529	SS1646_LN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2933.0	0	0	0	0
139533	SS1738_LN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5726.0	0	0	0	0
139518	SF1488_LN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3757.0	0	0	0	0
139511	FS1366-2_LN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3399.0	0	0	0	0
139509	FS1302_LN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4696.0	0	0	0	0
139507	FS1220-2_LN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2656.0	0	0	0	0
139521	SF1541_LN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198.0	0	0	0	0	0	5877.0	0	0	0	0
139464	FS1388_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1023.0	0	0	0	0
139487	SS1783_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3734.0	0	0	0	0
139538	GB2-2_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4400.0	0	0	0	0
139514	FS1384_LN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3444.0	0	0	0	0
139488	SS3706_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3202.0	0	0	0	0
139505	FS1214-3_LN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2893.0	0	0	0	0
139512	FS1366-3_LN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3709.0	0	0	0	0
139460	FS1371-2_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2270.0	0	0	0	0
139503	FS1214-1_LN2	0	0	0	0	0	0	255.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4338.0	0	0	0	0
139537	GB2-1_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4392.0	0	0	0	0
139447	FS1204-1_e	0	0	0	0	0	0	0	0	0	0	0	0	228.0	0	0	0	0	0	0	0	0	3714.0	0	0	0	0
139515	FS1386-1_LN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3620.0	0	0	0	0
139445	FF1170_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2792.0	0	0	0	0
139446	FF1183_e	0	0	0	0	428.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5747.0	0	0	0	0
139517	SF1445_LN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2204.0	0	0	0	0
139539	GB2-3_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184.0	0	3831.0	0	0	0	0
139513	FS1371-2_LN2	0	0	208.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3349.0	0	0	0	0
139543	GB3-1_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2801.0	0	0	0	0
139535	SS3706_LN2	0	0	386.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4774.0	0	0	0	0
139508	FS1284_LN2	0	0	0	0	251.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3198.0	0	0	0	0
139541	NB2-2_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3025.0	0	0	0	0
139481	SS1668_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1148.0	0	0	0	0
139441	FF1111-1_e	0	0	660.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4914.0	0	0	0	0
139528	SS1642_LN2	0	0	589.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4611.0	0	0	0	0
139492	GB1-3_e	0	0	0	0	0	0	0	0	39.0	0	0	0	0	0	63.0	0	0	0	0	0	0	2190.0	0	0	0	0
139474	SS1632-1_e	0	0	616.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4037.0	0	0	0	0
139540	NB2-1_e	0	0	0	0	0	224.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2911.0	0	0	0	0
139498	FF1111-2_LN2	0	0	952.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5731.0	0	0	0	0
139500	FF1183_LN2	0	0	0	0	706.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4033.0	0	0	0	0
139523	SS1616_LN2	0	0	814.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4074.0	0	0	0	0
139527	SS1635_LN2	0	0	802.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4535.0	0	0	0	0
139473	SS1616_e	0	0	916.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4946.0	0	0	0	0
139439	FF1098-3_e	0	0	819.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4274.0	0	0	0	0
139479	SS1642_e	0	0	642.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3246.0	0	0	0	0
139493	NB1-1_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1535.0	0	0	0	0
139438	FF1098-1_e	0	0	1424.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6837.0	0	0	0	0
139524	SS1632-1_LN2	0	0	856.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4466.0	0	0	0	0
139484	SS1692_e	0	0	618.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2866.0	0	0	0	0
139519	SF1491_LN2	0	0	0	452.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2599.0	0	0	0	0
139522	SS1614_LN2	0	0	1439.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6022.0	0	0	0	0
139495	NB1-3_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474.0	0	0	0	0
139469	SF1491_e	0	0	0	372.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1283.0	0	0	0	0
139504	FS1214-2_LN2	0	0	1230.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3883.0	0	0	0	0
139463	FS1386-2_e	0	0	0	524.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1878.0	0	0	0	0
139472	SS1614_e	0	0	1026.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3155.0	0	0	0	0
139470	SF1494_e	0	0	0	609.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2072.0	0	0	0	0
139520	SF1494_LN2	0	0	1455.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3948.0	0	0	0	0
139490	GB1-1_e	0	0	0	0	0	0	0	23.0	48.0	105.0	0	0	0	0	0	0	0	0	0	0	0	1071.0	0	0	0	0
139516	FS1386-2_LN2	0	0	1119.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3209.0	0	0	0	0
139477	SS1635_e	0	0	1276.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2976.0	0	0	0	0
139510	FS1344_LN2	0	0	1696.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4117.0	0	0	0	0
139501	FS1204_LN2	0	0	1935.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3414.0	0	0	0	0
139530	SS1664-1_2_LN2	0	0	2704.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3975.0	0	0	0	0
139440	FF1098-2_e	0	0	2420.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3353.0	0	0	0	0
139444	FF1150_e	0	0	2917.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3555.0	0	0	0	0
139442	FF1111-3_e	0	0	3954.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1981.0	0	0	0	0
139453	FS1235_e	0	0	1118.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543.0	0	0	0
139476	SS1634_e	0	0	2000.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1694.0	0	0	0	0
139480	SS1664_e	0	0	2330.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2053.0	0	0	0	0
139482	SS1676-3_e	0	0	2445.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2304.0	0	0	0	0
139459	FS1366-3_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2687.0	0	0	0
139458	FS1366-2_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4077.0	0	0	0
139449	FS1211_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5030.0	0	0	0
139451	FS1220-1_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3982.0	0	0	0
139452	FS1220-2_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3338.0	0	0	0
139550	SS-Water-3	0	0	0	0	0	0	0	0	0	0	120.0	0	0	0	0	0	0	0	0	0	0	0	2813.0	0	0	0
139545	GB3-3_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.0	0	2579.0	0	0	0
139450	FS1214-3_e	0	0	469.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4993.0	0	0	0
139544	GB3-2_e	0	0	0	0	0	232.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2865.0	0	0	0
139457	FS1366-1_e	0	0	0	0	0	0	259.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1934.0	0	0	0
139454	FS1302_e	0	0	0	0	595.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3504.0	0	0	0
139551	SS-Water-5	0	0	0	0	0	0	623.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3907.0	0	0	0
139549	SS-Water-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487.0	0	0	0	0	0	3386.0	0	0	0
139455	FS1322_e	0	0	978.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3734.0	0	0	0
139546	NB3-1_e	0	0	0	0	0	578.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3844.0	0	0	102.0
139547	NB3-2_e	0	0	0	0	430.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1098.0	0	0	0
139456	FS1344_e	0	0	1649.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3123.0	0	0	0
139448	FS1204-2_e	0	0	2082.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2615.0	0	0	0
139467	SF1479_e	0	0	0	1051.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039.0	0	0	0
139491	GB1-2_e	0	0	0	0	0	0	0	0	0	0	0	0	0	162.0	0	0	0	0	0	0	0	0	0	524.0	0	0
139494	NB1-2_e	0	0	0	0	0	0	0	0	0	0	0	19.0	0	0	0	0	0	242.0	0	0	0	0	0	789.0	0	0
139466	SF1469_e	0	0	0	0	0	0	0	69.0	0	357.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139542	NB2-3_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3380.0	0
139548	NB3-3_e	483.0	969.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286.0	0	0	0	989.0	0	0	0
139552	NTC3_Water	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139536	NTC2_LN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139489	NTC1_e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sequence accession / SymPortal UID		2830	2000870	2-4-308-1-831-848-832-32	2-93976-4-308-1-831	2-4-1-831-308-848-832		2-4-308-1-831-832	38924		38854-41	2-833-4-308	41	2-308-4-833-32	2051-32-2-2678	115425	2-308-4-1-835	2-308-4-1-832-848	2-308-4	2-833	2-1-308-848-4	2	853-854-855-10613-10403	853-854-855-10613-131421-10403	853-855-854-10403	853-854-10613-855	2000857
Average defining sequence proportions and [stdev]		1.000[nan]	1.000[nan]	0.693[0.049]-0.082[0.018]-0.062[0.010]-0.054[0.014]-0.040[0.013]-0.029[0.009]-0.024[0.009]-0.016[0.004]	0.657[0.035]-0.114[0.019]-0.074[0.031]-0.062[0.007]-0.050[0.008]-0.042[0.006]	0.627[0.065]-0.108[0.006]-0.070[0.035]-0.059[0.018]-0.053[0.012]-0.053[0.016]-0.031[0.012]	0.554[0.217]/0.446[0.217]	0.693[0.039]-0.138[0.037]-0.058[0.016]-0.045[0.014]-0.037[0.009]-0.029[0.004]	1.000[0.000]	0.592[0.395]/0.408[0.395]	0.859[0.038]-0.141[0.038]	0.500[nan]-0.258[nan]-0.150[nan]-0.092[nan]	1.000[nan]	0.807[nan]-0.075[nan]-0.048[nan]-0.044[nan]-0.026[nan]	0.426[nan]-0.265[nan]-0.160[nan]-0.148[nan]	1.000[nan]	0.697[nan]-0.141[nan]-0.101[nan]-0.035[nan]-0.025[nan]	0.663[nan]-0.099[nan]-0.082[nan]-0.074[nan]-0.049[nan]-0.033[nan]	0.645[nan]-0.240[nan]-0.116[nan]	0.955[nan]-0.045[nan]	0.397[nan]-0.201[nan]-0.190[nan]-0.152[nan]-0.060[nan]	1.000[nan]	0.774[0.035]-0.076[0.027]-0.068[0.011]-0.049[0.011]-0.032[0.007]	0.738[0.035]-0.077[0.022]-0.068[0.021]-0.047[0.021]-0.035[0.009]-0.035[0.008]	0.785[0.018]-0.092[0.022]-0.067[0.025]-0.056[0.029]	0.883[nan]-0.051[nan]-0.036[nan]-0.030[nan]	1.000[nan]
